name,admin,fips
Ash Sharqiyah North,Oman,MU12
Umm Al Qaywayn,United Arab Emirates,AE07
Al Wakrah,Qatar,QA10
Ad Dawhah,Qatar,QA01
Al Daayen,Qatar,QA13
Al Khawr,Qatar,QA04
Madinat ach Shamal,Qatar,QA08
Hawalli,Kuwait,KU08
Al Asimah,Kuwait,KU02
Sinaloa,Mexico,MX25
Louisiana,United States of America,US22
Mississippi,United States of America,US28
Alabama,United States of America,US01
Florida,United States of America,US12
Georgia,United States of America,US13
South Carolina,United States of America,US45
North Carolina,United States of America,US37
Virginia,United States of America,US51
District of Columbia,United States of America,US11
Maryland,United States of America,US24
Delaware,United States of America,US10
New Jersey,United States of America,US34
Connecticut,United States of America,US09
Rhode Island,United States of America,US44
Massachusetts,United States of America,US25
Atlántico Sur,Nicaragua,NU18
Colón,Honduras,HO03
Stann Creek,Belize,BH05
Belize,Belize,BH01
Yucatán,Mexico,MX31
Veracruz,Mexico,MX30
Jalisco,Mexico,MX14
Michoacán,Mexico,MX16
Guerrero,Mexico,MX12
Oaxaca,Mexico,MX20
Retalhuleu,Guatemala,GT15
Suchitepéquez,Guatemala,GT20
Escuintla,Guatemala,GT06
Santa Rosa,Guatemala,GT18
Sonsonate,El Salvador,ES13
La Libertad,El Salvador,ES05
La Paz,El Salvador,ES06
San Vicente,El Salvador,ES12
Usulután,El Salvador,ES14
León,Nicaragua,NU08
Managua,Nicaragua,NU10
Carazo,Nicaragua,NU02
Los Santos,Panama,PM07
Herrera,Panama,PM06
Zhejiang,China,CH02
Shanghai,China,CH23
Kagoshima,Japan,JA18
Jiangsu,China,CH04
Bushehr,Iran,IR22
Hormozgan,Iran,IR11
Tel Aviv,Israel,IS05
Bur Sa`id,Egypt,EG19
Ad Daqahliyah,Egypt,EG01
Ash Sharqiyah,Egypt,EG14
Al Isma`iliyah,Egypt,EG07
Dumyat,Egypt,EG20
Kafr ash Shaykh,Egypt,EG21
Al Buhayrah,Egypt,EG03
Al Iskandariyah,Egypt,EG06
Al Qubbah,Libya,LY55
Al Jabal al Akhdar,Libya,LY63
Al Marj,Libya,LY66
Benghazi,Libya,LY69
Ōita,Japan,JA30
Fukuoka,Japan,JA07
Saga,Japan,JA33
Nagasaki,Japan,JA27
Kumamoto,Japan,JA21
Miyazaki,Japan,JA25
Tokushima,Japan,JA39
Kagawa,Japan,JA17
Ehime,Japan,JA05
Kōchi,Japan,JA20
Shimane,Japan,JA36
South Chungcheong,South Korea,KS17
Yamaguchi,Japan,JA45
Tottori,Japan,JA41
Hyōgo,Japan,JA13
Kyōto,Japan,JA22
Fukui,Japan,JA06
Ishikawa,Japan,JA15
Toyama,Japan,JA42
Niigata,Japan,JA29
Yamagata,Japan,JA44
Akita,Japan,JA02
Aomori,Japan,JA03
Iwate,Japan,JA16
Miyagi,Japan,JA24
Fukushima,Japan,JA08
Ibaraki,Japan,JA14
Chiba,Japan,JA04
Tokyo,Japan,JA40
Kanagawa,Japan,JA19
Shizuoka,Japan,JA37
Aichi,Japan,JA01
Mie,Japan,JA23
Wakayama,Japan,JA43
Ōsaka,Japan,JA32
Okayama,Japan,JA31
Hiroshima,Japan,JA11
Oregon,United States of America,US41
Nunavut,Canada,CA14
Newfoundland and Labrador,Canada,CA05
Nova Scotia,Canada,CA07
Hokkaidō,Japan,JA12
Odisha,India,IN21
Barisal,Bangladesh,BG85
Ayeyarwady,Myanmar,BM03
Yangon,Myanmar,BM17
Bago,Myanmar,BM16
Phangnga,Thailand,TH61
Krabi,Thailand,TH63
Trang,Thailand,TH65
Pulau Pinang,Malaysia,MY09
Selangor,Malaysia,MY12
Negeri Sembilan,Malaysia,MY05
Melaka,Malaysia,MY04
Johor,Malaysia,MY01
Pahang,Malaysia,MY06
Terengganu,Malaysia,MY13
Pattani,Thailand,TH69
Phatthalung,Thailand,TH66
Nakhon Si Thammarat,Thailand,TH64
Surat Thani,Thailand,TH60
Samut Songkhram,Thailand,TH54
Samut Sakhon,Thailand,TH55
Bangkok Metropolis,Thailand,TH40
Samut Prakan,Thailand,TH42
Chachoengsao,Thailand,TH44
Chon Buri,Thailand,TH46
Rayong,Thailand,TH47
Kep,Cambodia,CB26
Cà Mau,Vietnam,VM77
Bạc Liêu,Vietnam,VM73
Vĩnh Long,Vietnam,VM69
Trà Vinh,Vietnam,VM67
Bến Tre,Vietnam,VM03
Đông Nam Bộ,Vietnam,VM43
Bình Thuận,Vietnam,VM47
Ninh Thuận,Vietnam,VM60
Phú Yên,Vietnam,VM61
Bình Định,Vietnam,VM46
Quảng Ngãi,Vietnam,VM63
Đà Nẵng,Vietnam,VM78
Ninh Bình,Vietnam,VM59
Nam Định,Vietnam,VM82
Thái Bình,Vietnam,VM35
Shandong,China,CH25
Hebei,China,CH10
Tianjin,China,CH28
P'yŏngan-namdo,North Korea,KN10
Hwanghae-namdo,North Korea,KN06
Incheon,South Korea,KS12
North Jeolla,South Korea,KS03
South Gyeongsang,South Korea,KS20
Busan,South Korea,KS10
Ulsan,South Korea,KS21
Hamgyŏng-namdo,North Korea,KN03
Maga Buryatdan,Russia,RS44
Dadra and Nagar Haveli and Daman and Diu,India,IN52
Maharashtra,India,IN16
Goa,India,IN08
Karnataka,India,IN19
Kerala,India,IN13
Sakhalin,Russia,RS64
Dublin,Ireland,EI33
Dún Laoghaire–Rathdown,Ireland,EI34
Wicklow,Ireland,EI31
Wexford,Ireland,EI30
Kilkenny,Ireland,EI13
Cork,Ireland,EI04
Kerry,Ireland,EI11
Limerick,Ireland,EI16
Clare,Ireland,EI03
Galway,Ireland,EI10
Galway,Ireland,EI36
Mayo,Ireland,EI20
Sligo,Ireland,EI25
Limavady,United Kingdom,UK68
Coleraine,United Kingdom,UK61
Moyle,United Kingdom,UK72
Larne,United Kingdom,UK67
Carrickfergus,United Kingdom,UK59
Newtownabbey,United Kingdom,UK74
Belfast,United Kingdom,UKR3
North Down,United Kingdom,UK75
Ards,United Kingdom,UK53
Down,United Kingdom,UK64
Meath,Ireland,EI21
Fingal,Ireland,EI35
Zaporizhzhya,Ukraine,UP26
Sevastopol,Russia,UP20
Mykolayiv,Ukraine,UP16
Varna,Bulgaria,BU61
Istanbul,Turkey,TU34
Tekirdag,Turkey,TU59
Çanakkale,Turkey,TU17
Clackmannanshire,United Kingdom,UKU1
Stirling,United Kingdom,UKW6
Falkirk,United Kingdom,UKU9
West Lothian,United Kingdom,UKW9
East Lothian,United Kingdom,UKU6
North Tyneside,United Kingdom,UKJ5
South Tyneside,United Kingdom,UKM7
Sunderland,United Kingdom,UKN6
Durham,United Kingdom,UKD8
Hartlepool,United Kingdom,UKF5
Redcar and Cleveland,United Kingdom,UKK9
North Yorkshire,United Kingdom,UKJ7
East Riding of Yorkshire,United Kingdom,UKE1
Kingston upon Hull,United Kingdom,UKG6
North Lincolnshire,United Kingdom,UKJ3
North East Lincolnshire,United Kingdom,UKJ2
Lincolnshire,United Kingdom,UKH7
Norfolk,United Kingdom,UKI9
Suffolk,United Kingdom,UKN5
Essex,United Kingdom,UKE4
Southend-on-Sea,United Kingdom,UKM5
Thurrock,United Kingdom,UKO3
Kent,United Kingdom,UKG5
Medway,United Kingdom,UKI3
East Sussex,United Kingdom,UKE2
Brighton and Hove,United Kingdom,UKB6
West Sussex,United Kingdom,UKP6
Hampshire,United Kingdom,UKF2
Portsmouth,United Kingdom,UKK6
Southampton,United Kingdom,UKM4
Dorset,United Kingdom,UKD6
Bournemouth,United Kingdom,UKB2
Poole,United Kingdom,UKK5
Devon,United Kingdom,UKD4
Torbay,United Kingdom,UKO4
Plymouth,United Kingdom,UKK4
Cornwall,United Kingdom,UKC6
Somerset,United Kingdom,UKM3
North Somerset,United Kingdom,UKJ4
Bristol,United Kingdom,UKB7
South Gloucestershire,United Kingdom,UKM6
Newport,United Kingdom,UKY6
Cardiff,United Kingdom,UKX5
Vale of Glamorgan,United Kingdom,UKZ3
Bridgend,United Kingdom,UKX3
Neath Port Talbot,United Kingdom,UKY5
Swansea,United Kingdom,UKZ1
Carmarthenshire,United Kingdom,UKX7
Pembrokeshire,United Kingdom,UKY7
Ceredigion,United Kingdom,UKX6
Gwynedd,United Kingdom,UKY2
Conwy,United Kingdom,UKX8
Denbighshire,United Kingdom,UKX9
Knowsley,United Kingdom,UKG9
Liverpool,United Kingdom,UKH8
Sefton,United Kingdom,UKL8
Lancashire,United Kingdom,UKH2
Blackpool,United Kingdom,UKA9
South Ayrshire,United Kingdom,UKW4
Inverclyde,United Kingdom,UKV4
Renfrewshire,United Kingdom,UKW2
West Dunbartonshire,United Kingdom,UKW7
Argyll and Bute,United Kingdom,UKT8
Highland,United Kingdom,UKV3
Aberdeenshire,United Kingdom,UKT6
Aberdeen,United Kingdom,UKT5
Angus,United Kingdom,UKT7
Dundee,United Kingdom,UKU3
Perthshire and Kinross,United Kingdom,UKW1
Fife,United Kingdom,UKV1
Austurland,Iceland,IC38
Suðurland,Iceland,IC42
Suðurnes,Iceland,IC43
Höfuðborgarsvæði,Iceland,IC39
Vesturland,Iceland,IC45
Vestfirðir,Iceland,IC44
Norðurland vestra,Iceland,IC41
Yamal-Nenets,Russia,RS87
Nenets,Russia,RS50
Northwest Territories,Canada,CA13
Nicas,Latvia,LG99
Liepāja,Latvia,LG16
Grobinas,Latvia,LG65
Pavilostas,Latvia,LGA5
Dundagas,Latvia,LG60
Rojas,Latvia,LGB4
Talsi,Latvia,LGD4
Mersraga,Latvia,LGF1
Engures,Latvia,LG62
Jurmala,Latvia,LG13
Riga,Latvia,LG25
Carnikavas,Latvia,LG53
Saulkrastu,Latvia,LGC5
Limbaži,Latvia,LG89
Lääne,Estonia,EN07
Harju,Estonia,EN01
Lääne-Viru,Estonia,EN08
City of St. Petersburg,Russia,RS66
Västernorrland,Sweden,SW24
Gävleborg,Sweden,SW03
Uppsala,Sweden,SW21
Stockholm,Sweden,SW26
Östergötland,Sweden,SW16
Kalmar,Sweden,SW09
Blekinge,Sweden,SW02
Skåne,Sweden,SW11
Halland,Sweden,SW06
Oslo,Norway,NO12
Buskerud,Norway,NO04
Vestfold,Norway,NO20
Telemark,Norway,NO17
Aust-Agder,Norway,NO02
Vest-Agder,Norway,NO19
Rogaland,Norway,NO14
Hordaland,Norway,NO07
Sogn og Fjordane,Norway,NO15
Møre og Romsdal,Norway,NO08
Rize,Turkey,TU53
Trabzon,Turkey,TU61
Giresun,Turkey,TU28
Ordu,Turkey,TU52
Samsun,Turkey,TU55
Sinop,Turkey,TU57
Kastamonu,Turkey,TU37
Bartın,Turkey,TU87
Zinguldak,Turkey,TU85
Düzce,Turkey,TU93
Sakarya,Turkey,TU54
Kocaeli,Turkey,TU41
Yalova,Turkey,TU92
Bursa,Turkey,TU16
Balikesir,Turkey,TU10
Izmir,Turkey,TU35
Aydin,Turkey,TU09
Mugla,Turkey,TU48
Antalya,Turkey,TU07
Mersin,Turkey,TU32
Adana,Turkey,TU81
Mount Lebanon,Lebanon,LE05
Beirut,Lebanon,LE04
Arkhangel'sk,Russia,RS06
Krasnoyarsk,Russia,RS91
Ayion Oros,Greece,GR15
Thessalia,Greece,GR21
Stereá Elláda,Greece,GR33
Attiki,Greece,GR35
Peloponnisos,Greece,GR36
Dytiki Ellada,Greece,GR38
Fier,Albania,AL44
Tiranë,Albania,AL50
Durrës,Albania,AL42
Lezhë,Albania,AL48
Šibensko-Kninska,Croatia,HR13
Licko-Senjska,Croatia,HR08
Izola,Slovenia,SI40
Murcia,Spain,SP96
Setúbal,Portugal,PO19
Lisboa,Portugal,PO14
Santarém,Portugal,PO18
Leiria,Portugal,PO13
Coimbra,Portugal,PO07
Aveiro,Portugal,PO02
Porto,Portugal,PO17
Asturias,Spain,SP95
Zuid-Holland,Netherlands,NL11
Noord-Holland,Netherlands,NL07
Friesland,Netherlands,NL02
Bremen,Germany,GM03
Hamburg,Germany,GM04
La Digue and Inner Islands,Seychelles,SE25
Lakshadweep,India,IN14
Nueva Esparta,Venezuela,VE17
Tunapuna/Piarco,Trinidad and Tobago,TD23
San Juan-Laventille,Trinidad and Tobago,TD20
Diego Martin,Trinidad and Tobago,TD15
Port of Spain,Trinidad and Tobago,TD05
Chaguanas,Trinidad and Tobago,TD13
Couva-Tabaquite-Talparo,Trinidad and Tobago,TD14
San Fernando,Trinidad and Tobago,TD10
Penal-Debe,Trinidad and Tobago,TD17
Siparia,Trinidad and Tobago,TD22
Point Fortin,Trinidad and Tobago,TD18
Princes Town,Trinidad and Tobago,TD19
Rio Claro-Mayaro,Trinidad and Tobago,TD16
Sangre Grande,Trinidad and Tobago,TD21
Dependencias Federales,Venezuela,VE24
Saint George,Grenada,GJ03
Saint David,Grenada,GJ02
Saint Andrew,Grenada,GJ01
Saint Patrick,Grenada,GJ06
Saint Mark,Grenada,GJ05
Saint John,Grenada,GJ04
Andaman and Nicobar,India,IN01
San Andrés y Providencia,Colombia,CO25
Grenadines,Saint Vincent and the Grenadines,VC06
Saint Joseph,Barbados,BB06
Saint Andrew,Barbados,BB02
Saint Peter,Barbados,BB09
Saint Lucy,Barbados,BB07
Saint James,Barbados,BB04
Saint Michael,Barbados,BB08
Christ Church,Barbados,BB01
Saint Philip,Barbados,BB10
Saint John,Barbados,BB05
Saint Andrew,Saint Vincent and the Grenadines,VC02
Saint George,Saint Vincent and the Grenadines,VC04
Charlotte,Saint Vincent and the Grenadines,VC01
Saint David,Saint Vincent and the Grenadines,VC03
Saint Patrick,Saint Vincent and the Grenadines,VC05
Gros Islet,Saint Lucia,ST06
Castries,Saint Lucia,ST03
Anse-la-Raye,Saint Lucia,SF01
Soufrière,Saint Lucia,ST09
Choiseul,Saint Lucia,ST04
Laborie,Saint Lucia,ST07
Vieux Fort,Saint Lucia,ST10
Micoud,Saint Lucia,ST08
Dennery,Saint Lucia,ST05
Martinique,France,MB**
Saint Patrick,Dominica,DO09
Saint David,Dominica,DO03
Saint Andrew,Dominica,DO02
Saint John,Dominica,DO05
Saint Peter,Dominica,DO11
Saint Joseph,Dominica,DO06
Saint Paul,Dominica,DO10
Saint George,Dominica,DO04
Saint Luke,Dominica,DO07
Saint Mark,Dominica,DO08
Johnston Atoll,United States Minor Outlying Islands,JQ200
Saint Peter,Montserrat,MH03
Saint Anthony,Montserrat,MH01
Saint Georges,Montserrat,MH02
Saint Paul,Antigua and Barbuda,AC06
Saint Philip,Antigua and Barbuda,AC08
Saint Peter,Antigua and Barbuda,AC07
Saint George,Antigua and Barbuda,AC03
Saint John,Antigua and Barbuda,AC04
Saint Mary,Antigua and Barbuda,AC05
Saint Paul Charlestown,Saint Kitts and Nevis,SC10
Saint John Figtree,Saint Kitts and Nevis,SC07
Saint George Gingerland,Saint Kitts and Nevis,SC04
Saint James Windward,Saint Kitts and Nevis,SC05
Saint Thomas Lowland,Saint Kitts and Nevis,SC12
Saint Paul Capesterre,Saint Kitts and Nevis,SC09
Saint Anne Sandy Point,Saint Kitts and Nevis,SC02
Saint Thomas Middle Island,Saint Kitts and Nevis,SC13
Trinity Palmetto Point,Saint Kitts and Nevis,SC15
Saint George Basseterre,Saint Kitts and Nevis,SC03
Saint Peter Basseterre,Saint Kitts and Nevis,SC11
Saint Mary Cayon,Saint Kitts and Nevis,SC08
Christ Church Nichola Town,Saint Kitts and Nevis,SC01
Saint John Capesterre,Saint Kitts and Nevis,SC06
Barbuda,Antigua and Barbuda,AC01
Saint Croix,United States Virgin Islands,VQ030
Puerto Rico,Puerto Rico,72033
La Altagracia,Dominican Republic,DR10
Saint John,United States Virgin Islands,020
Saint Thomas,United States Virgin Islands,VQ010
Saint Ann,Jamaica,JM09
Trelawny,Jamaica,JM15
Saint James,Jamaica,JM12
Hanover,Jamaica,JM02
Westmoreland,Jamaica,JM16
Saint Elizabeth,Jamaica,JM11
Manchester,Jamaica,JM04
Clarendon,Jamaica,JM01
Saint Catherine,Jamaica,JM10
Saint Andrew,Jamaica,JM08
Kingston,Jamaica,JM17
Saint Thomas,Jamaica,JM14
Portland,Jamaica,JM07
Saint Mary,Jamaica,JM13
El Seybo,Dominican Republic,DR28
Hato Mayor,Dominican Republic,DR29
Samaná,Dominican Republic,DR20
María Trinidad Sánchez,Dominican Republic,DR14
Espaillat,Dominican Republic,DR08
Puerto Plata,Dominican Republic,DR18
Nord,Haiti,HA09
L'Artibonite,Haiti,HA06
Nippes,Haiti,HA15
Barahona,Dominican Republic,DR03
Azua,Dominican Republic,DR01
Peravia,Dominican Republic,DR35
San Cristóbal,Dominican Republic,DR33
Distrito Nacional,Dominican Republic,DR34
San Pedro de Macorís,Dominican Republic,DR24
La Romana,Dominican Republic,DR12
Holguín,Cuba,CU12
Isla de la Juventud,Cuba,CU04
Crooked Island and Long Cay,The Bahamas,BF40
Sancti Spíritus,Cuba,CU14
Villa Clara,Cuba,CU16
Matanzas,Cuba,CU03
Exuma,The Bahamas,BF10
Long Island,The Bahamas,BF15
Rum Cay,The Bahamas,BF49
Black Point,The Bahamas,BF36
San Salvador,The Bahamas,BF35
Central Andros,The Bahamas,BF38
Mangrove Cay,The Bahamas,BF44
South Andros,The Bahamas,BF51
Cat Island,The Bahamas,BF06
North Andros,The Bahamas,BF47
Central Eleuthera,The Bahamas,BF39
North Eleuthera,The Bahamas,BF48
South Eleuthera,The Bahamas,BF52
Berry Islands,The Bahamas,BF32
Moore's Island,The Bahamas,BF45
City of Freeport,The Bahamas,BF25
West Grand Bahama,The Bahamas,BF54
East Grand Bahama,The Bahamas,BF41
Central Abaco,The Bahamas,BF37
South Abaco,The Bahamas,BF50
North Abaco,The Bahamas,BF46
Kalmyk,Russia,RS24
Dəvəçi,Azerbaijan,AJ17
Siyəzən,Azerbaijan,AJ53
Xizı,Azerbaijan,AJ63
Sumqayıt,Azerbaijan,AJ54
Bakı,Azerbaijan,AJ09
Salyan,Azerbaijan,AJ49
Neftçala,Azerbaijan,AJ36
Lankaran,Azerbaijan,AJ29
Masallı,Azerbaijan,AJ32
Lankaran,Azerbaijan,AJ30
Mazandaran,Iran,IR17
Andjazîdja,Comoros,CN02
Zanzibar South and Central,United Republic of Tanzania,TZ21
Kaskazini-Unguja,United Republic of Tanzania,TZ22
Zanzibar West,United Republic of Tanzania,TZ25
Kusini-Pemba,United Republic of Tanzania,TZ20
Kaskazini-Pemba,United Republic of Tanzania,TZ13
Annobón,Equatorial Guinea,EK03
São Tomé,Sao Tome and Principe,TP02
Príncipe,Sao Tome and Principe,TP01
Bioko Norte,Equatorial Guinea,EK04
Bioko Sur,Equatorial Guinea,EK05
Brava,Cape Verde,CV02
Santa Catarina do Fogo,Cape Verde,CV24
Mosteiros,Cape Verde,CV13
São Filipe,Cape Verde,CV18
Tarrafal,Cape Verde,CV20
Santa Catarina,Cape Verde,CV15
Ribeira Grande de Santiago,Cape Verde,CV23
Praia,Cape Verde,CV14
São Domingos,Cape Verde,CV17
Santa Cruz,Cape Verde,CV16
São Miguel,Cape Verde,CV19
Maio,Cape Verde,CV04
Boa Vista,Cape Verde,CV01
Ribeira Brava,Cape Verde,CV22
Tarrafal de São Nicolau,Cape Verde,CV27
Sal,Cape Verde,CV08
São Vicente,Cape Verde,CV11
Ribeira Grande,Cape Verde,CV07
Porto Novo,Cape Verde,CV21
Paul,Cape Verde,CV05
Madeira,Portugal,PO10
Kriti,Greece,GR43
Notio Aigaio,Greece,GR47
Paphos,Cyprus,CY06
San Giljan,Malta,MT49
San Pawl il-Bahar,Malta,MT52
San Lawrenz,Malta,MT50
Azores,Portugal,PO23
Voreio Aigaio,Greece,GR48
Ionioi Nisoi,Greece,GR25
Baleares,Spain,SP07
Isle of Wight,United Kingdom,UKG2
Anglesey,United Kingdom,UKX1
Eilean Siar,United Kingdom,UKW8
Shetland Islands,United Kingdom,UKW3
Eysturoyar,Faroe Islands,FO00
Tasmania,Australia,AS06
Cocos (Keeling) Islands,Indian Ocean Territories,CK00
Bali,Indonesia,ID02
Labuan,Malaysia,MY15
Phuket,Thailand,TH62
Hawaii,United States of America,US15
Okinawa,Japan,JA47
Jeju,South Korea,KS01
Kamchatka,Russia,RS92
Saare,Estonia,EN14
Hiiu,Estonia,EN02
Svalbard,Norway,SV00
Eastern,Fiji,FJ02
Gaga'emauga,Samoa,WS05
Gaga'ifomauga,Samoa,WS07
Vaisigano,Samoa,WS11
Satupa'itea,Samoa,WS09
Palauli,Samoa,WS08
Fa'asaleleaga,Samoa,WS04
Makira,Solomon Islands,BP08
Temotu,Solomon Islands,BP09
Malaita,Solomon Islands,BP03
Isabel,Solomon Islands,BP07
Ainaro,East Timor,TT02
Manufahi,East Timor,TT11
Manatuto,East Timor,TT10
Viqueque,East Timor,TT13
Baucau,East Timor,TT03
Dili,East Timor,TT06
Liquica,East Timor,TT00
North Solomons,Papua New Guinea,PP07
West New Britain,Papua New Guinea,PP17
East New Britain,Papua New Guinea,PP10
New Ireland,Papua New Guinea,PP15
Bangka-Belitung,Indonesia,ID35
Manus,Papua New Guinea,PP13
Anetan,Nauru,NR03
Ewa,Nauru,NR09
Baiti,Nauru,NR05
Uaboe,Nauru,NR13
Nibok,Nauru,NR12
Denigomodu,Nauru,NR08
Aiwo,Nauru,NR01
Boe,Nauru,NR06
Yaren,Nauru,NR14
Meneng,Nauru,NR11
Anibare,Nauru,NR04
Ijuw,Nauru,NR10
Anabar,Nauru,NR02
Tawi-Tawi,Philippines,RPO4
Kosrae,Federated States of Micronesia,FM01
Basilan,Philippines,RP22
Pohnpei,Federated States of Micronesia,FM02
Chuuk,Federated States of Micronesia,FM03
Camiguin,Philippines,RP17
Siquijor,Philippines,RP69
Bohol,Philippines,RP11
Guimaras,Philippines,RPJ3
Bacolod,Philippines,RPA2
Negros Occidental,Philippines,RPH3
Negros Oriental,Philippines,RP46
Mandaue,Philippines,RPD8
Cebu,Philippines,RP21
Aklan,Philippines,RP04
Antique,Philippines,RP06
Iloilo,Philippines,RP30
Capiz,Philippines,RP18
Romblon,Philippines,RP54
Northern Samar,Philippines,RP67
Masbate,Philippines,RP39
Mindoro Oriental,Philippines,RP41
Mindoro Occidental,Philippines,RP40
Marinduque,Philippines,RP38
Catanduanes,Philippines,RP19
Batanes,Philippines,RP08
Sud,New Caledonia,NC03
Îles Loyauté,New Caledonia,NC01
Tafea,Vanuatu,NH15
Rodrigues,Mauritius,MP23
Western,Fiji,FJ05
Central,Fiji,FJ01
Shefa,Vanuatu,NH18
Northern,Fiji,FJ03
Malampa,Vanuatu,NH16
Sanma,Vanuatu,NH13
Penama,Vanuatu,NH17
Western,American Samoa,AQ050
Eastern,American Samoa,AQ010
Manu's,American Samoa,AQ020
Torba,Vanuatu,NH07
Atua,Samoa,WS03
Va'a-o-Fonoti,Samoa,WS06
Tuamasaga,Samoa,WS10
A'ana,Samoa,WS01
Aiga-i-le-Tai,Samoa,WS02
Rotuma,Fiji,FJ04
Yap,Federated States of Micronesia,FM04
Rota,Northern Mariana Islands,100
Tinian,Northern Mariana Islands,120
Saipan,Northern Mariana Islands,110
Paracel Islands,China,PF
Northern Islands,Northern Mariana Islands,085
Las Tunas,Cuba,CU13
Mayabeque,Cuba,CU18
Ciudad de la Habana,Cuba,CU02
Artemisa,Cuba,CU17
Pinar del Río,Cuba,CU01
Cienfuegos,Cuba,CU08
Granma,Cuba,CU09
Santiago de Cuba,Cuba,CU15
Prince Edward Island,Canada,CA09
Rose Atoll,American Samoa,AQ030
Swain's Island,American Samoa,AQ040
Jarvis Island,United States Minor Outlying Islands,DQ150
Baker Island,United States Minor Outlying Islands,FQ050
Howland Island,United States Minor Outlying Islands,HQ100
Wake Atoll,United States Minor Outlying Islands,WQ450
Bimini,The Bahamas,BF05
Midway Islands,United States Minor Outlying Islands,MQ300
Isles of Scilly,United Kingdom,UKZ9
Navassa Island,United States Minor Outlying Islands,BQ350
Ragged Island,The Bahamas,BF18
Southland,New Zealand,NZF8
Marlborough District,New Zealand,NZF4
Tasman District,New Zealand,NZG4
West Coast,New Zealand,NZG3
Otago,New Zealand,NZF7
Canterbury,New Zealand,NZE9
Auckland,New Zealand,NZE7
Manawatu-Wanganui,New Zealand,NZF3
Taranaki,New Zealand,NZF9
Northland,New Zealand,NZF6
Bay of Plenty,New Zealand,NZE8
Gisborne District,New Zealand,NZF1
Hawke's Bay,New Zealand,NZF2
Palmyra Atoll,United States Minor Outlying Islands,LQ400
Lapu-Lapu,Philippines,RPD4
Redonda,Antigua and Barbuda,AC09
Harbour Island,The Bahamas,BF22
Spanish Wells,The Bahamas,BF53
Midlands,Zimbabwe,ZI02
Harare,Zimbabwe,ZI10
Bulawayo,Zimbabwe,ZI09
Ma'rib,Yemen,YM14
Sana'a,Yemen,YM16
Al Bayda',Yemen,YM20
Amran,Yemen,YM19
Al Dali',Yemen,YM18
Ibb,Yemen,YM23
Al Mahwit,Yemen,YM10
Dhamar,Yemen,YM11
Hòa Bình,Vietnam,VM53
Tuyên Quang,Vietnam,VM68
Yên Bái,Vietnam,VM70
Vĩnh Phúc,Vietnam,VM86
Phú Thọ,Vietnam,VM83
Đông Bắc,Vietnam,VM72
Đồng Bằng Sông Hồng,Vietnam,VM81
Bắc Ninh,Vietnam,VM74
Bắc Giang,Vietnam,VM71
Thái Nguyên,Vietnam,VM85
Hải Dương,Vietnam,VM79
Hà Nam,Vietnam,VM80
Bình Dương,Vietnam,VM75
Lâm Đồng,Vietnam,VM23
Tacuarembó,Uruguay,UY18
Durazno,Uruguay,UY05
Flores,Uruguay,UY06
Florida,Uruguay,UY07
Lavalleja,Uruguay,UY08
Guárico,Venezuela,VE12
Cojedes,Venezuela,VE08
Distrito Capital,Venezuela,VE25
Barinas,Venezuela,VE05
Lara,Venezuela,VE13
Portuguesa,Venezuela,VE18
Poltava,Ukraine,UP18
Khmel'nyts'kyy,Ukraine,UP09
Ternopil',Ukraine,UP22
Dnipropetrovs'k,Ukraine,UP04
Cherkasy,Ukraine,UP01
Kirovohrad,Ukraine,UP10
Siliana,Tunisia,TS22
Sidi Bou Zid,Tunisia,TS33
Kairouan,Tunisia,TS03
Zaghouan,Tunisia,TS37
Bern,Switzerland,SZ05
Lucerne,Switzerland,SZ11
Zug,Switzerland,SZ24
Uri,Switzerland,SZ21
Schwyz,Switzerland,SZ17
Glarus,Switzerland,SZ08
Nidwalden,Switzerland,SZ13
Fribourg,Switzerland,SZ06
Obwalden,Switzerland,SZ14
Pesnica,Slovenia,SI89
Duplek,Slovenia,SI26
Lenart,Slovenia,SII3
Ribnica na Pohorju,Slovenia,SIA5
Slovenj Gradec,Slovenia,SIC2
Vuzenica,Slovenia,SIE6
Chimbu,Papua New Guinea,PP08
Enga,Papua New Guinea,PP19
Western Highlands,Papua New Guinea,PP16
Southern Highlands,Papua New Guinea,PP05
Eastern Highlands,Papua New Guinea,PP09
Criuleni,Moldova,MD69
Anenii Noi,Moldova,MD59
Orhei,Moldova,MD82
Transnistria,Moldova,MD72
Chişinău,Moldova,MD57
Teleneşti,Moldova,MD91
Floreşti,Moldova,MD75
Ialoveni,Moldova,MD78
Bolu,Turkey,TU14
Ankara,Turkey,TU68
Bilecik,Turkey,TU11
Eskisehir,Turkey,TU26
Çankiri,Turkey,TU82
Karabük,Turkey,TU89
Jharkhand,India,IN38
Delhi,India,IN07
Chandigarh,India,IN05
Madhya Pradesh,India,IN35
Utah,United States of America,US49
Wyoming,United States of America,US56
Nevada,United States of America,US32
Colorado,United States of America,US08
South Dakota,United States of America,US46
Nebraska,United States of America,US31
Kansas,United States of America,US20
Oklahoma,United States of America,US40
Iowa,United States of America,US19
Missouri,United States of America,US29
Arima,Trinidad and Tobago,TD01
Khon Kaen,Thailand,TH22
Sakon Nakhon,Thailand,TH20
Suphan Buri,Thailand,TH51
Sing Buri,Thailand,TH33
Chai Nat,Thailand,TH32
Ang Thong,Thailand,TH35
Saraburi,Thailand,TH37
